Glutamate metabolism,  Nitrogen metabolism,Coumarine and phenylpropanoid biosynthesis (Lignin subunit, 4comaryl alcohol)), Aminoacyl-tRNA biosynthesis,Alanine and aspartate metabolism, Arginine and proline metabolism,Urea cycle and metabolism of amino groups, Nitrogen metabolism, Glutamate metabolism, Urea cycle and metabolism of amino groups,Aminoacyl-tRNA biosynthesis,Non enzymatic reaction, Ascorbate and alderate metabolism, Fatty acid metabolism, Lysine degradation, Pyruvate metabolism, Synthesis and degradation of ketone bodies, Tryptophan metabolism, Butanoate metabolism,Benzoate degradation via CoA ligation," Valine, leucine and isoleucine degradation", Propanoate metabolism, Carbon fixation,Carbon fixation, Citrate cycle (TCA cycle), Reductive carboxylate cycle (CO2 fixation), Glyoxylate and dicarboxylate metabolism, Cyanoamino acid metabolism, Cysteine metabolism,Beta oxidation,Butanoate metabolism,Benzoate degradation via hydroxylation, Fluorene degradation, Styrene degradation, Inositol metabolism, Fructose and mannose metabolism, Glycolysis / Gluconeogenesis, Pentose phosphate pathway,Aminosugars metabolism,Arginine and proline metabolism, Porphyrin and chlorophyll metabolism, Tyrosine metabolism, Glutathione metabolism," Glycine, serine and threonine metabolism",Photorespiration, Glycerolipid metabolism,Glycerolipid metabolism, Glycerophospholipid metabolism,"Glycine, serine and threonine metabolism", Phosphatidylinositol signaling system, Methane metabolism, One carbon pool by folate,Cyanoamino acid metabolism,Glycerophospholipid metabolism,Fructose and mannose metabolism, Purine metabolism, Streptomycin biosynthesis, Starch and sucrose metabolism,Galactose metabolism," Valine, leucine and isoleucine biosynthesis",Citrate cycle (TCA cycle)," Glyoxylate and dicarboxylate metabolism, photorespiration", Histidine metabolism, Inositol phosphate metabolism,Ascorbate and aldarate metabolism, Lysine biosynthesis,Lysine biosynthesis,Glyoxylate and dicarboxylate metabolism, Methionine metabolism, Nicotinate and nicotinamide metabolism, Phenylalanine metabolism,Alkaloid biosynthesis II," Phenylalanine, tyrosine and tryptophan biosynthesis", Novobiocin biosynthesis,Alkaloid biosynthesis I, Nucleotide sugars metabolism,Starch and sucrose metabolism, Pentose and glucuronate interconversions,Methane metabolism,Methionine metabolism,Purine metabolism, One carbon pool by folate (histidine),Nicotinate and nicotinamide metabolism, Pantothenate and CoA biosynthesis, Riboflavin metabolism,Nucleotide sugars metabolism,Glycolysis / Gluconeogenesis,Glutathione metabolism,Phenylalanine metabolism," Phenylalanine, tyrosine and tryptophan biosynthesis Phenylalanine, tyrosine and tryptophan biosynthesis",Inositol phosphate metabolism, Polyunsaturated fatty acid biosynthesis,Fatty acid biosynthesis,Pentose phosphate pathway,Pyrimidine metabolism, beta-Alanine metabolism,Pantothenate and CoA biosynthesis, Pyrimidine metabolism,One carbon pool by folate,Propanoate metabolism, Sinapyl alcohol)), pathway not found, Sinapyl alcohol)) Phenylpropanoid biosynthesis,Pentose and glucuronate interconversions," Stilbene, coumarine and lignin biosynthesis", Sulfur metabolism,Cysteine metabolism,Biosynthesis of steroids, Terpenoid biosynthesis,Indole and ipecac alkaloid biosynthesis,N-Glycan biosynthesis,Lysine degradation,Styrene degradation,Pyruvate metabolism,"Valine, leucine and isoleucine biosynthesis", coniferyl alcohol)),Phenylpropanoid biosynthesis,"Valine, leucine and isoleucine biosynthesis (&quot",&quot,leucine),),leucine&quot,(Transmembrane) Ascorbate and aldarate metabolism,"1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation","1,4-Dichlorobenzene degradation",1- and 2-Methylnaphthalene degradation,2-phosphoglycerate transporter,4-Coumaryl alcohol drain,ADP transporter,AMP transporter,ATP and NADPH generate from light (overall reaction in chloroplast),ATP drain,ATP transporter,Acetate transporter,Alanine drain,Alanine transport,Aminophosphonate metabolism,Androgen and estrogen metabolism,Anthocyanin biosynthesis,Arachidonic acid metabolism,Arginine drain,Asparagine drain,Aspartate drain,Aspartate transport,Aspartate transporter,Bile acid biosynthesis,Biomass synthesis (Leaf),Biotin metabolism,Brassinosteroid biosynthesis,C21-Steroid hormone metabolism,CO2 fixation,CO2 transport,CO2 transporter,CTP drain,Caffeine metabolism,Caprolactam degradation,Carotenoid biosynthesis - General,Catalase/peroxidase,Cellulose drain,Citrate transporter,CoA,Cofactors and Vitamins Pool,Coniferyl alcohol drain,Cysteine drain,Diterpenoid biosynthesis,Ether lipid metabolism,Ether lipid metabolism New!,Ethylbenzene degradation,FA biomass drain,Fatty accid in plastid,Fatty acid metabolism,Fatty acid transporter(for beta oxidation),Ferredoxin transhydrogenase,Flavonoid biosynthesis,Fluorene degradation,Fluorobenzoate degradation,Folate biosynthesis,Fructose drain,Fructose transport,GTP drain,Geraniol degradation,Gluconeogenesis,Glucose drain,Glucose isomeres,Glucose translocator,Glucose transport,Glutamate drain,Glutamate translocator,Glutamate transport,Glutamate transporter,Glutamine drain,Glutamine transport,Glutamine transporter,Glycerate transport,Glycine drain,Glycine transport,Glycine transporter,"Glycine, serine and threonine metabolism, photorespiration",Glycolate transporter,Glycolysis,Glycosaminoglycan degradation,Glycosphingolipid biosynthesis - ganglioseries,Glycosphingolipid biosynthesis - globoseries,Glycosphingolipid biosynthesis - lactoseries,Glycosphingolipid biosynthesis - neo-lactoseries,Glycosylphosphatidylinositol(GPI)-anchor biosynthesis,H2O transport,H2O transporter,H2S transport,Histidine drain,Histidine metabolism,Inositol metabolism,Isocitrate transporter,Isoleucine drain,L-Citrulline transporter,L-Ornithine transporter,Leucine drain,Limonene and pinene degradation,Lipoic acid metabolism,Lipopolysaccharide biosynthesis,Lysine drain,Malate transporter,Malate transporter/Dicarboxylate translocator,Maltose transporter,Mehionine drain,Metabolism of xenobiotics by cytochrome P450,Monoterpenoid biosynthesis,NH3 transport,Naphthalene and anthracene degradation,Nitrate assimilation (NO3),Nitrate transporter,Nitrite transporter,Nitrobenzene degradation,Nitrogen metabolism,Nitrogen metabolism (precursor for arginine),Oxaloacetate transporter,Oxidative phosphorilation (overall in mitochondria),Oxigen transport,Peptidoglycan biosynthesis,Phenylalanine drain,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis (phenylalanine)","Phenylalanine, tyrosine and tryptophan biosynthesis (triptophan)","Phenylalanine, tyrosine and tryptophan biosynthesis (tyrosine)","Phenylalanine, tyrosine and tryptophan biosynthesis Phenylalanine, tyrosine and tryptophan biosynthesis (phenylalanine)",Phosphate transport,Phosphate transporter/Dicarboxylate translocator,Polyunsaturated fatty acid biosynthesis,Porphyrin and chlorophyll metabolism,Proline drain,Proton transporter,Purine metabolism (histidine),Pyrophosphate hydrolysis,Pyruvate transporter,Retinol metabolism,Riboflavin metabolism,Selenoamino acid metabolism,Serine drain,Serine transport,Serine transporter,Sinapyl alcohol drain,Sphingolipid metabolism,Starch drain,"Stilbene, coumarine and lignin biosynthesis",Streptomycin biosynthesis,Succinate transporter,Sucrose drain,Sucrose exported,Sucrose transporter,Sulfate transporter,Sulfate transporter (SO4)-2,Sulfur metabolism,TCA cycle,Taurine and hypotaurine metabolism,Terpenoid biosynthesis,ThPP transporter,Thiamine metabolism,Threonine drain,Triose phosphate translocator (3-phosphoglycerate),Triose phosphate translocator (G3P),Triose phosphate trasnlocator (glyceroneP),Tryptophan drain,Tryptophan metabolism,Tyrosine drain,Tyrosine metabolism,UTP drain,Ubiquinone biosynthesis,Valine drain,"Valine, leucine and isoleucine degradation",Vitamin B6 metabolism,Xylose drain (Hemicellulose),Zeatin biosynthesis,alpha-D-Glucose 6-phosphate transporter,alpha-Linolenic acid metabolism,alpha-ketoglutarate translocator,alpha-ketoglutarate transporters,beta-Alanine metabolism,dATP drain,dCTP drain,dGTP drain,dTTP drain,gamma-Hexachlorocyclohexane degradation,pathway not found,phosphoenolpyruvate transporter,photons
R00093_p_Day,R00093_p_Day,R01615_c_Day,R01615_c_Day,R03038_c_Day,R03038_c_Day,R00149_c_Day,R00149_c_Day,R00149_c_Day,R00149_c_Day,R01954_c_Day,R03661_c_Day,RN01_c_Day,RN06_c_Day,R00238_m_Day,R00238_m_Day,R00238_m_Day,R00238_m_Day,R00238_m_Day,R00238_m_Day,R00238_m_Day,R00238_m_Day,R00238_m_Day,R00355_m_Day,R00341_c_Day,R00341_c_Day,R00342_p_Day,R00342_p_Day,R00485_c_Day,R03650_c_Day,R04737_x_Day,R03026_x_Day,R00750_c_Day,R00750_c_Day,R00750_c_Day,R01015_c_Day,R01015_c_Day,R01015_c_Day,R01070N_p_Day,R02058_c_Day,R00243_c_Day,R05578_c_Day,R00713_c_Day,R00115_c_Day,R01514_p_Day,R01514_p_Day,R01514_p_Day,R02239_c_Day,R02239_c_Day,R01021_c_Day,R02240_c_Day,R00945_m_Day,R00945_m_Day,R00945_m_Day,R02055_c_Day,R04780_c_Day,R00200_p_Day,R00959_c_Day,R00959_c_Day,R00959_c_Day,R00014_c_Day,R00351_m_Day,R01388_x_Day,R03655_c_Day,R01184_c_Day,R01184_c_Day,R00480_c_Day,R00716_c_Day,R00519_x_Day,R01920_c_Day,R00257_c_Day,R00697_c_Day,R00697_c_Day,R00734_c_Day,R00734_c_Day,R00734_c_Day,R03928_c_Day,R03928_c_Day,R00289_c_Day,R01224_c_Day,R00946_c_Day,R04560_c_Day,R04560_c_Day,R00103_c_Day,R00103_c_Day,R00103_c_Day,R00286_c_Day,R02739_c_Day,R02736_p_Day,R00694_c_Day,R00694_c_Day,R05202_c_Day,R07763_c_Day,R07763_c_Day,R01049_c_Day,R00155_c_Day,R00905_c_Day,R00905_c_Day,R00905_c_Day,R02101_c_Day,R00742_c_Day,R02220_c_Day,R07440_c_Day,R07440_c_Day,R02362_c_Day,R02253_c_Day,R00529_c_Day,R00586_c_Day,R01123_c_Day,R01123_c_Day,R03738_c_Day,R05555_c_Day,R02488_c_Day,R02519_c_Day,R01213_c_Day,R01090_c_Day,R03366_c_Day,R07437_c_Day,R01652_c_Day,R01652_c_Day,R01652_c_Day,R03968_c_Day,R03968_c_Day,R00095_tmx_Day,R05376_c_Day,R07779_c_Day,R06920_c_Day,TCP5_Day,Bc26_Day,TCM12_Day,TCM13_Day,REner01_p_Day,Bc35_Day,TCM11_Day,TCM18_Day,Bc7_Day,Ex9_Day,R05201_c_Day,R03408_c_Day,R07874_c_Day,R07034_c_Day,Bc18_Day,Bc25_Day,Bc8_Day,Ex8_Day,TCM5_Day,R04805_c_Day,BIO_L_Day,R03231_c_Day,R07452_c_Day,R04839_c_Day,TCP2_Day,Ex1_Day,TCM17_Day,Bc37_Day,R07978_c_Day,R06940_c_Day,R07570_c_Day,R00009_x_Day,Bc3_Day,TCX14_Day,TCM16_Day,V0008_Day,Bc27_Day,Bc13_Day,R06337_c_Day,R04162_c_Day,R04360_c_Day,R05506_c_Day,Bc30_Day,TCP31_Day,R04738_x_Day,TCX7_Day,R05875_p_Day,R06537_c_Day,R07804_c_Day,R08121_c_Day,R03067_c_Day,Bc29_Day,Ex14_Day,Bc36_Day,R08091_c_Day,R01788_c_Day,Bc1_Day,RN03_p_Day,TCP1_Day,Ex13_Day,Bc6_Day,TCX5_Day,Ex6_Day,TCM6_Day,Bc17_Day,Ex7_Day,TCP27_Day,TCX13_Day,Bc9_Day,TCX1_Day,TCM9_Day,R00372_x_Day,TCP17_Day,R04779_p_Day,R07807_c_Day,R06010_c_Day,R05963_c_Day,R06156_c_Day,R06024_c_Day,R05922_c_Day,TCP19_Day,TCX11_Day,Ex11_Day,Bc21_Day,R04037_c_Day,R00705_c_Day,TCX16_Day,Bc16_Day,TCM32_Day,TCP29_Day,Bc15_Day,R06414_c_Day,R07768_c_Day,R03254_c_Day,Bc20_Day,TCV2_Day,TCM2_Day,Ex15_Day,Bc12_Day,R07025_c_Day,R02006_c_Day,TCP14_Day,R07687_c_Day,Ex4_Day,TCV3_Day,TCP15_Day,R05648_c_Day,R03546_c_Day,R01395_c_Day,TCP12_Day,RN04_m_Day,TCP25_Day,R05032_c_Day,Bc22_Day,R01826_c_Day,R01373N_c_Day,R01728_c_Day,R03509_c_Day,R03084_c_Day,Ex18_Day,TCM3_Day,R08191_c_Day,R03197_c_Day,Bc19_Day,TCX18_Day,R01127_c_Day,R00004_c_Day,TCP3_Day,R08383_c_Day,R00425_c_Day,R04928_c_Day,Bc10_Day,Ex10_Day,TCX2_Day,Bc28_Day,R02978_c_Day,Bc4_Day,R02194_c_Day,R06513_c_Day,TCM29_Day,Bc2_Day,Ex17_Day,TCV4_Day,TCP13_Day,Ex12_Day,R00859_c_Day,R07618_m_Day,R01682_c_Day,R06223_c_Day,TCM26_Day,R04509_c_Day,Bc11_Day,TCP9_Day,TCP7_Day,TCP8_Day,Bc24_Day,R02173_c_Day,Bc23_Day,R04880_c_Day,Bc38_Day,R04982_c_Day,Bc14_Day,R04095_c_Day,R02493_c_Day,Bc5_Day,R08052_c_Day,TCP6_Day,R07868_c_Day,TCP18_Day,TCM8_Day,R03139_c_Day,Bc31_Day,Bc33_Day,Bc32_Day,Bc34_Day,R05265_c_Day,R08240_c_Day,TCP4_Day,Ex16_Day
R00115_c_Day,,R02220_c_Day,,R05577_c_Day,R05577_c_Day,R01954_c_Day,R00149_p_Day,R00149_p_Day,R00149_p_Day,R01086_c_Day,R03646_c_Day,RN06_c_Day,,R00238_c_Day,R00238_c_Day,R00238_c_Day,R00238_c_Day,R00238_c_Day,R00238_c_Day,R00238_c_Day,R00238_c_Day,R00238_c_Day,R00355_c_Day,R00342_p_Day,R00342_p_Day,R00342_m_Day,R00342_m_Day,,,R04743_x_Day,R00261_c_Day,R03966_c_Day,R03966_c_Day,,R01015_p_Day,R01070N_p_Day,R01070N_p_Day,R01070N_c_Day,R00768_c_Day,R00243_m_Day,,R00734_c_Day,R00894_c_Day,R03663_c_Day,R01221_m_Day,,R00851_c_Day,R00851_c_Day,R01388_x_Day,R05202_c_Day,R00945_c_Day,R00945_c_Day,R00945_c_Day,R01802_c_Day,R04780_p_Day,R00200_c_Day,R01786_c_Day,R01786_c_Day,R01786_c_Day,R03656_c_Day,R01900_x_Day,,,,R00640_c_Day,R03658N_c_Day,R00715_c_Day,R01655_c_Day,R00178_c_Day,,R00694_c_Day,R02832_c_Day,R02918_c_Day,,R00736_c_Day,R05775_c_Day,R01384_c_Day,R01529_p_Day,R06983_c_Day,R00650_c_Day,R00529_c_Day,,R03540_c_Day,,,R04937_c_Day,R02740_c_Day,R02736_c_Day,R02253_c_Day,,R01186_c_Day,R07764_c_Day,R07764_c_Day,R01528_p_Day,R00157_c_Day,R00978_c_Day,R00978_c_Day,R00575_m_Day,R02300_c_Day,R00742_p_Day,R02379_c_Day,R07437_c_Day,,R01639_c_Day,,R00586_c_Day,R00897_c_Day,R01658_c_Day,R03738_c_Day,R05825_c_Day,R06262_c_Day,R04313_c_Day,R01364_c_Day,R01736_c_Day,R04440_c_Day,R02950_c_Day,R07443_c_Day,R03968_c_Day,R03968_c_Day,,R04001_c_Day,R04001_c_Day,R00644_tmx_Day,R05395_c_Day,,R06925_c_Day,,,TCP21_Day,TCX9_Day,,,TCX8_Day,,,,R04247_c_Day,R04764_c_Day,R07911_c_Day,R07035_c_Day,,,,,,R04506_c_Day,,R01078_c_Day,R07451_c_Day,R03847_c_Day,,,,,R07979_c_Day,R06942_c_Day,R07840_c_Day,,,TCM4_Day,TCX19_Day,V0005_Day,,,R06291_c_Day,,R07384_c_Day,R05352_c_Day,,,R01280_x_Day,,R01195_p_Day,R06541_c_Day,R05494_c_Day,R08105_c_Day,R04241_c_Day,,,,R08093_c_Day,R01788_p_Day,,RN03_c_Day,,,,,,TCP23_Day,,,TCM22_Day,TCP24_Day,,,,,TCX3_Day,R04779_c_Day,R07816_c_Day,R06004_c_Day,R05961_c_Day,R06170_c_Day,R06041_c_Day,R05916_c_Day,Ex2_Day,TCM20_Day,,,R03013_c_Day,,,,TCP30_Day,TCM31_Day,,R06402_c_Day,R07766_c_Day,R05074_c_Day,,TCP11_Day,TCX6_Day,TCP16_Day,,R07094_c_Day,R05765_c_Day,TCM28_Day,R07706_c_Day,,,,R05657_c_Day,R00132N_c_Day,,TCM7_Day,RN05_m_Day,TCX12_Day,R05662_c_Day,,R00691_c_Day,R06847_c_Day,,,,,TCM19_Day,R08182_c_Day,R03845_c_Day,,TCP22_Day,,,TCM1_Day,R02124_c_Day,R03458_c_Day,R04773_c_Day,,,TCM10_Day,,R01281_c_Day,,R01942_c_Day,,TCX15_Day,,,,TCV1_Day,,R00533_c_Day,,R02466_c_Day,R06447_c_Day,,R07460_c_Day,,,,,,R03093_c_Day,,R04134_c_Day,,R06858_c_Day,,R07601_c_Day,R05085_c_Day,,R08053_c_Day,,R07891_c_Day,TCX4_Day,,R02869_c_Day,,,,,R06853_c_Day,R08310_c_Day,,
